name,response,prompt
Tony," Please, it’s not about me.  It’s not about you. It’s not even about us. It’s about legacy. It’s about what we choose to leave behind for future generations. And that’s why for the next year and for the first time since 1974, the best and brightest men and women of nations and corporations the world over will pool their resources, share their collective vision, to leave behind a brighter future. It’s not about us. Therefore, what I’m saying, if I’m saying anything, is welcome back to the Stark Expo.  And now, making a special guest appearance from the great beyond to tell you what it’s all about, please welcome my father, Howard.", I love you Tony!
Reporter," We are coming to you live from the kickoff at the Stark Expo, where Tony has just walked offstage. Don’t worry if you can’t make it down here tonight because this Expo goes on all year long. And I’m gonna be here checking out all the attractions and the pavilions and inventions from all around the world."," Please, it’s not about me.  It’s not about you. It’s not even about us. It’s about legacy. It’s about what we choose to leave behind for future generations. And that’s why for the next year and for the first time since 1974, the best and brightest men and women of nations and corporations the world over will pool their resources, share their collective vision, to leave behind a brighter future. It’s not about us. Therefore, what I’m saying, if I’m saying anything, is welcome back to the Stark Expo.  And now, making a special guest appearance from the great beyond to tell you what it’s all about, please welcome my father, Howard."
Happy Hogan, Make sure you join me…," We are coming to you live from the kickoff at the Stark Expo, where Tony has just walked offstage. Don’t worry if you can’t make it down here tonight because this Expo goes on all year long. And I’m gonna be here checking out all the attractions and the pavilions and inventions from all around the world."
Tony," All right, it’s a zoo out there, watch out.", Make sure you join me…
Happy Hogan," Open up, let’s go."," All right, it’s a zoo out there, watch out."
Tony," Hey, nice to see you. All right. Thank you. I remember you."," Open up, let’s go."
People," Tony, Tony"," Hey, nice to see you. All right. Thank you. I remember you."
Tony," Hey, hey."," Tony, Tony"
Woman, Call me.," Hey, hey."
Happy Hogan," Hey, hey, hey, hey. Come on, come on.", Call me.
Tony,  Hello. It would be a pleasure.," Hey, hey, hey, hey. Come on, come on."
Happy Hogan, Okay.,  Hello. It would be a pleasure.
Tony,  See you buddy., Okay.
Happy Hogan, This is Larry.,  See you buddy.
Tony," Hey, the oracle of Oracle. What a pleasure. Nice to see you.", This is Larry.
Larry King, Call me. Call me.," Hey, the oracle of Oracle. What a pleasure. Nice to see you."
Happy Hogan, Larry King., Call me. Call me.
Tony," Larry! Larry. Yes, my people, my people.", Larry King.
Happy Hogan,"  Come on, Tony. There we go."," Larry! Larry. Yes, my people, my people."
Tony, Very mellow.,"  Come on, Tony. There we go."
Happy Hogan, That wasn’t so bad., Very mellow.
Tony," No, it was perfect.", That wasn’t so bad.
Happy Hogan," Look what we got here, the new model."," No, it was perfect."
Tony," Hey, does she come with the car?"," Look what we got here, the new model."
Happy Hogan, I certainly hope so. Hi.," Hey, does she come with the car?"
Tony, Hi. And you are?, I certainly hope so. Hi.
Woman, Marshal., Hi. And you are?
Tony, Irish. I like it., Marshal.
Marshal, Pleased to meet you Tony., Irish. I like it.
Tony, I’m on the wheel. Do you mind? Where you from?, Pleased to meet you Tony.
Marshal, Bedford., I’m on the wheel. Do you mind? Where you from?
Tony, What are you doing here?, Bedford.
Marshal, Looking for you., What are you doing here?
Tony, Yeah? You found me. What are you up to later?, Looking for you.
Marshal, Serving subpoenas. , Yeah? You found me. What are you up to later?
Tony, Yikes., Serving subpoenas. 
Happy Hogan,  He doesn’t like to be handed things., Yikes.
Tony," Yeah, I have a peeve.",  He doesn’t like to be handed things.
Marshal, I got it. You are hereby ordered to appear before the Senate Armed Services Committee tomorrow morning at 9 am.," Yeah, I have a peeve."
Tony, Can I see a badge?, I got it. You are hereby ordered to appear before the Senate Armed Services Committee tomorrow morning at 9 am.
Marshal, You wanna see the badge?, Can I see a badge?
Happy Hogan, He likes the badge., You wanna see the badge?
Marshal,  You still like it?, He likes the badge.
Tony, Yep.  How far are we from D.C.?,  You still like it?
Happy Hogan, D.C.? 250 miles., Yep.  How far are we from D.C.?
Senator Stern," Mr Stark, could we pick up now where we left off? Mr Stark. Please.", D.C.? 250 miles.
Tony,  Yes dear?," Mr Stark, could we pick up now where we left off? Mr Stark. Please."
Senator Stern, Can I have your attention?,  Yes dear?
Tony, Absolutely., Can I have your attention?
Stern, Do you or do you not possess a specialised weapon?, Absolutely.
Tony, I do not., Do you or do you not possess a specialised weapon?
Stern, You do not?, I do not.
Tony," I do not. Well, it depends on how you define the word weapon.", You do not?
Stern, The Iron Man weapon.," I do not. Well, it depends on how you define the word weapon."
Tony, My device does not fit that description., The Iron Man weapon.
Stern, Well… How would you describe it?, My device does not fit that description.
Tony," I would describe it by defining it as what it is, Senator.", Well… How would you describe it?
Stern, As?," I would describe it by defining it as what it is, Senator."
Tony, It’s a high-tech prosthesis. That is… That is… That’s actually the most apt description I can make of it., As?
Stern," It’s a weapon. It’s a weapon, Mr Stark.", It’s a high-tech prosthesis. That is… That is… That’s actually the most apt description I can make of it.
Tony," Please, if your priority was actually the well-being of the American citizen…"," It’s a weapon. It’s a weapon, Mr Stark."
Stern, My priority is to get the Iron Man weapon turned over to the people of the United States of America.," Please, if your priority was actually the well-being of the American citizen…"
Tony," Well, you can forget it. I am Iron Man. The suit and I are one. To turn over the Iron Man suit would be to turn over myself which is tantamount to indentured servitude or prostitution, depending or what state you’re in. You can’t have it.", My priority is to get the Iron Man weapon turned over to the people of the United States of America.
Stern," Look, I’m no expert…"," Well, you can forget it. I am Iron Man. The suit and I are one. To turn over the Iron Man suit would be to turn over myself which is tantamount to indentured servitude or prostitution, depending or what state you’re in. You can’t have it."
Tony, In prostitution? Of course not. You’re a senator. Come on.," Look, I’m no expert…"
Stern," I’m no expert in weapons. We have somebody here who is an expert on weapons. I’d now like to call Justin Hammer, our current primary weapons contractor.", In prostitution? Of course not. You’re a senator. Come on.
Tony," Let the record reflect that I observed Mr Hammer entering the chamber, and I am wondering if and when any actual expert will also be in attendance."," I’m no expert in weapons. We have somebody here who is an expert on weapons. I’d now like to call Justin Hammer, our current primary weapons contractor."
Justin Hammer," Absolutely. I’m no expert. I defer to you, Anthony. You’re the wonder boy. Senator, if I may. I may well not be an expert, but you know who was the expert? Your dad. Howard Stark. Really a father to us all, and to the military-industrial age. Let’s just be clear, he was no flower child. He was a lion. We all know why we’re here. In the last six months, Anthony Stark has created a sword with untold possibilities. And yet, he insists it’s a shield. He asks us to trust him as we cower behind it. I wish I were comforted, Anthony, I really do. I’d love to leave my door unlocked when I leave the house, but this ain’t Canada. You know, we live in a world of grave threats, threats that Mr Stark will not always be able to foresee. Thank you. God bless Iron Man. God bless America."," Let the record reflect that I observed Mr Hammer entering the chamber, and I am wondering if and when any actual expert will also be in attendance."
