name,line
Harley Keener," Yeah, people said these shadows are like the mark of souls gone to Heaven. Except the bomb guy, he went to Hell on account of he didn't get a shadow. That's why there's only five."
Tony, Do you buy that?
Harley Keener, That's what everyone says. You know what this crater reminds me of?
Tony, No idea. I'm not...I don't care.
Harley Keener," That giant wormhole, in um...in New York. Does it remind you?"
Tony, That's manipulative. I don't want to talk about it.
Harley Keener, Are they coming back? The aliens?
Tony," Maybe. Can you stop? Remember when I told you, that I have an anxiety issue?"
Harley Keener, Does this subject make you...make you edgy?
Tony," Yeah, a little bit. Can I just catch my breath for a second?"
Harley Keener, Are there bad guys in Rose Hills? Do you...do you need a plastic bag to breathe into? Do you have medication?
Tony, Nope.
Harley Keener, Do you need to be on it?
Tony, Probably.
Harley Keener, Do you have PTSD?
Tony, I don't think so.
Harley Keener," Are you...are you going completely mental? I can stop, do you want me to stop? Do you want me to stop?"
Tony," Remember when I said to stop doing that? I swear to God, you're going to freak me out! [Tony, looking agitated, suddenly rises] Ah man, you did it, didn't you? You happy now?"
Harley Keener," What did I say? [Tony starts running off and Harley runs after him] Hey, wait up! Wait, wait. [Tony stops running and Harley catches up with him] What the hell was that? [Tony holds his face in his hands for a moment and then throws some snow at Harley]"
Tony," Your fault, you spazzed me out. Okay, back to business. Where were we? The guy who died...relatives? Mom? Mrs. Davis, where is she?"
Harley Keener, Where she always is.
Tony," See, now you're being helpful. [later we see Tony walking towards a bar and he bumps into a woman] Sorry. [the woman drops something] Lady, this uh... [he picks up the item and hands it back to the woman]"
Brandt, Thank you. [Tony notices the woman has burn marks on one side of her face]
Tony," Nice haircut, suits you."
Brandt, Nice watch.
Tony," Yeah, limited edition."
Brandt," Oh, I don't doubt it. [there's a moment's pause] Well, have a good evening. [the woman turns and walks off] [Tony enters the bar and walks up to Mrs. Davis, who's sat at table drinking alone]"
Tony," Mrs. Davis, mind if I join you?"
 Davis, Free country.
Tony," It sure is. [Tony sits next to her, Mrs. Davis looks at Tony for a moment]"
 Davis, Alright. Where'd you like to start?
Tony, I just want to say I'm sorry about your loss. I want to know what you think happened.
 Davis," Look, I brought your damn file. You take it and go. [she drops the file in front of him] Whatever was in here, he wanted no part of it. [Tony opens the file]"
Tony," Clearly, you're waiting for someone else. Yeah? Supposed to meet somebody here?"
 Davis, Yeah. [Tony looks at the file again and notices a photo of Taggart next to the photo of Chad]
Tony," Mrs. Davis, your son didn't kill himself, I guarantee you. He didn't kill anyone. Someone used him."
 Davis, What?
Tony, As a weapon.
 Davis," You're not the person who called me after all, are you? [suddenly a cell phone is slammed on their table]"
Brandt," Actually, I am. [Tony looks up and it's the woman he bumped into outside the bar] [suddenly Brandt grabs hold of Tony's arm and twists it, slamming his head onto the table, Tony manages to quickly grab hold of Chad's dog tags that were on the table]"
Rose Hills Sheriff," Hey, hey, hey! What's all this about? What the hell's going on here?"
Brandt," It's called an arrest. [she pushes Tony to the ground and steps towards the Sheriff] Sheriff, is it?"
Rose Hills Sheriff," Yes ma'am, it is. And you are?"
Brandt, Homeland Security. [she holds up her badge] We good here?
Rose Hills Sheriff," No, we're not good. I need a little more information than that."
Brandt," Well, I think it's a little above your pay grade, Sheriff."
Rose Hills Sheriff," Yeah, well, why don't you get on the horn to Nashville and uh...upgrade me? [Tony gestures to Mrs. Davis to hide the file, she pushes it under the bar]"
Brandt," Alright, you know what? I was hoping to do this the smart way, but uh...the fun way's always good. [Tony notices her hand turning red hot, burning the badge in her hand]"
Rose Hills Sheriff," Deputy, get this woman and... [suddenly Brandt shoves the hot badge into the Sheriff's face, she takes his gun and shoots him, Tony runs out of the bar and Brandt follows him, he turns to her]"
Tony," Hey hot wings, you wanna party? You and me, let's go. [as Tony turns to run again he sees Savin getting out of a car and walk towards him, as Savin gets his gun out to shoot at him, Tony runs off and Harley throws something at Savin to make him miss Tony, Tony stops behind a car and sees a man hiding low on the ground] Crazy, huh?"
Rose Hill Christmas Tree Shopper, Yeah.
Tony," Watch this. [Tony smashes into the window of a shop] [as Tony and Brandt are fighting in the shop, Tony starts a fire in shop] You walked right into this one, I've dated hotter chicks than you. [Tony puts Chad's dog tags into the microwave and he turns on the gas]"
Brandt, That's all you got? Cheap trick and a cheesy one-liner?
Tony," Sweetheart, that could be the name of my autobiography. [Tony quickly leaves through the back door, as the dog tags heat up in the microwave they start sparking up fire, Brandt realizes the gas has been left on and suddenly the shop explodes killing Brandt] [Tony stumbles out of the shop as people run past. A water tank falls down and traps Tony's leg. He finds that Savin has grabbed Harley]"
Harley Keener, Let me go! [Savin mocks Harley]
Savin," Help me! Help me! [as Tony's leg is trapped under some rubble, Savin sits in front of him with Harley sat on his lap] Hey kid, what would you like for Christmas?"
Harley Keener," Mr. Stark, I am so sorry!"
Savin," Oh. No, no. I think he was trying to say, ""I want my god damn file."""
Tony," It's not your fault, kid. Remember what I told you about bullies. [Harley uses the gadget Tony gave him earlier and runs away] Do you like that, Westworld? That's the thing about smart guys, we always cover our ass. [Tony brings up his hand and reveals his Iron Man suit hand. He fires at Savin and sends him flying backwards. Tony makes his way out of the rubble before leaving.]"
Harley Keener, You're welcome
Tony, For what? Did I miss something?
Harley Keener, Me saving your life
Tony," Yeah. A, saved you first. B, thanks, sort of. And C, if you do someone a solid, don't be a yutz, alright? Just play it cool otherwise you come off grandiose."
Harley Keener," Unlike you? Admit it, you need me. We're connected."
Tony," What I need is for you to go home, be with your mom, keep your trap shut, guard the suit and stay connected to the telephone because if I call, you better pick up. Okay, can you feel that? We're done here. Move it out the way or I'm going to run you over. Bye kid. [Tony gets in his car] I'm sorry, kid, you did good."
Harley Keener," So now you're just going to leave me here, like my dad?"
Tony," Yep [A beat] Wait, you're guilt tripping me, aren't you?"
Harley Keener, [Childishly] I'm cold.
Tony, [Mocking him] I can tell. You know how I can tell? Cus we're connected. [Tony drives away]
Harley Keener, It was worth a shot.
Government Employee," Mr Vice President, I think you should see this."
Vice President," Oh god, not again. Is the President getting this?"
The Mandarin," Mr President. Only two lessons remain and I intend to finish this before Christmas morning. Meet Thomas Richards. [The screen zooms out to show a man lying on the floor while Mandarin points a gun at him] Good strong name. Good strong job. Thomas, here, is an accountant for the Roxxon Oil Corporation. [Thomas sobs] But I'm sure he's a really good guy. I'm going to shoot him in the head, live on your television in 30 seconds."
Thomas Richards, No!
The Mandarin," The number for this telephone is in your cell phone. Exciting, isn't it, imagining how it got there? America, if your president calls me in the next half-minute, Tom lives. Go!"
President Ellis, I have to make this call.
President Ellis, This is the right thing to do. [The phone rings but Mandarin doesn't answer. He waits for a few seconds before firing the gun.]
The Mandarin," There's just one lesson left, President Ellis. So run away, hide, kiss your children goodbye. Because nothing, not your army, not your red, white and blue attack dog, can save you. I'll see you soon."
President Ellis," Tell Rhodes, find this lunatic right now."
Military Aide," Sir, we tracked the broadcast signal. We have a possible point of origin in Pakistan and the Patriot is ready to strike."
President Ellis, Right now.
Military Aide," Yes, sir."
Tony," Man. Happy, Happy, Happy-"
Rhodey, Don't move! (His phone rings.) Uh... Hang on a second. Hello?
Tony," You ever have a chick straddling you and you look up and suddenly she's glowing from the inside out, kind of a bright orange?"
Rhodey," Yeah, I've had that. Who is this?"
Tony," It's me, pal. Now, last time I went missing, if I remember correctly, you came looking for me. What are you doing?"
Rhodey," A little knock-and-talk, making friends in Pakistan. What are you doing?"
Tony," Your redesign, your big rebrand, that was AIM, right?"
Rhodey, Yeah.
Tony," I'm gonna find a heavy-duty comm sat right now, I need your login."
Rhodey," It's the same as it's always been, ""WarMachine68."""
Tony," And password, please."
Rhodey," Well, look, I gotta change it every time you hack in, Tony."
Tony," It's not the '80s, nobody says ""hack"" any more. Give me your login. (Rhodey sighs.)"
Rhodey," ""WAR MACHINE ROX"" with an ""X,"" all caps."
Tony," (He's laughing.) That is so much better than ""lron Patriot."""
EMCEE, Very nice. Very nice. I have one question for you. What would you like for Christmas this year?
Elk Ridge," Well, David..."
Crew, Do not erase a programme from my DVR unless you are 100% sure...
EMCEE," One more time! Ms Elk Ridge, everybody! All right."
Cameraman, Because you erase my shows!
Tony, That ain't gonna cut it.
Cameraman," We talked about this. Excuse me, sir. I don't know who... (Tony turns around.)"
